"No.","Time","Source","Destination","Protocol","Length","Info"
"194","5.439738","192.168.29.161","162.159.46.1","TCP","66","65019  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"195","5.454154","192.168.29.161","162.159.46.1","TCP","66","65020  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"196","5.454498","162.159.46.1","192.168.29.161","TCP","66","443  >  65019 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"197","5.454645","192.168.29.161","162.159.46.1","TCP","54","65019  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"198","5.454993","192.168.29.161","162.159.46.1","TCP","66","65021  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"199","5.456190","192.168.29.161","162.159.46.1","TCP","66","65022  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"200","5.456180","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"201","5.461362","162.159.46.1","192.168.29.161","TCP","66","443  >  65018 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"202","5.461362","162.159.46.1","192.168.29.161","TCP","66","443  >  65017 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"203","5.461510","192.168.29.161","162.159.46.1","TCP","54","65018  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"204","5.461578","192.168.29.161","162.159.46.1","TCP","54","65017  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"205","5.470548","162.159.46.1","192.168.29.161","TCP","66","443  >  65021 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"206","5.470548","162.159.46.1","192.168.29.161","TCP","66","443  >  65022 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"207","5.470680","192.168.29.161","162.159.46.1","TCP","54","65021  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"208","5.470734","192.168.29.161","162.159.46.1","TCP","54","65022  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"209","5.471127","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"210","5.471797","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"211","5.472132","192.168.29.161","162.159.46.1","TCP","66","65023  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"212","5.472386","192.168.29.161","162.159.46.1","TCP","66","65024  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"213","5.472562","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"214","5.472699","192.168.29.161","162.159.46.1","TCP","66","65025  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"215","5.472789","162.159.46.1","192.168.29.161","TCP","54","443  >  65019 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"216","5.472868","192.168.29.161","162.159.46.1","TCP","66","65027  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"217","5.472868","192.168.29.161","162.159.46.1","TCP","66","65026  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"218","5.473057","192.168.29.161","162.159.46.1","TCP","66","65028  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"219","5.473195","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"220","5.473617","162.159.46.1","192.168.29.161","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"221","5.474163","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"222","5.474513","192.168.29.161","162.159.46.1","TLSv1.3","264","Application Data"
"223","5.476915","162.159.46.1","192.168.29.161","TCP","66","443  >  65020 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"224","5.477046","192.168.29.161","162.159.46.1","TCP","54","65020  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"225","5.477538","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"226","5.485481","162.159.46.1","192.168.29.161","TCP","66","443  >  65027 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"227","5.485481","162.159.46.1","192.168.29.161","TCP","54","443  >  65022 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"228","5.485602","192.168.29.161","162.159.46.1","TCP","54","65027  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"229","5.486322","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"230","5.487296","162.159.46.1","192.168.29.161","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"231","5.487819","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"232","5.488436","162.159.46.1","192.168.29.161","TCP","54","443  >  65021 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"233","5.488436","162.159.46.1","192.168.29.161","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"234","5.488436","162.159.46.1","192.168.29.161","TCP","66","443  >  65024 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"235","5.488626","192.168.29.161","162.159.46.1","TCP","54","65024  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"236","5.488741","192.168.29.161","162.159.46.1","TLSv1.3","249","Application Data"
"237","5.489118","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"238","5.489221","192.168.29.161","162.159.46.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"239","5.489382","192.168.29.161","162.159.46.1","TLSv1.3","249","Application Data"
"240","5.491652","162.159.46.1","192.168.29.161","TCP","56","443  >  65019 [ACK] Seq=253 Ack=824 Win=131072 Len=0"
"241","5.493289","162.159.46.1","192.168.29.161","TCP","66","443  >  65028 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"242","5.493412","192.168.29.161","162.159.46.1","TCP","54","65028  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"243","5.494061","192.168.29.161","162.159.46.1","TLSv1.3","320","Client Hello (SNI=cloudflare-dns.com)"
"244","5.496961","162.159.46.1","192.168.29.161","TCP","66","443  >  65025 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"245","5.497091","192.168.29.161","162.159.46.1","TCP","54","65025  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"246","5.497652","192.168.29.161","162.159.46.1","TLSv1.3","320","Client Hello (SNI=cloudflare-dns.com)"
"247","5.498511","162.159.46.1","192.168.29.161","TCP","54","443  >  65018 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"248","5.498511","162.159.46.1","192.168.29.161","TCP","66","443  >  65026 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"249","5.498511","162.159.46.1","192.168.29.161","TCP","66","443  >  65023 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"250","5.498670","192.168.29.161","162.159.46.1","TCP","54","65026  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"251","5.498741","192.168.29.161","162.159.46.1","TCP","54","65023  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"252","5.498853","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"253","5.498853","162.159.46.1","192.168.29.161","TCP","1514","443  >  65018 [ACK] Seq=1461 Ack=534 Win=131072 Len=1460 [TCP PDU reassembled in 254]"
"254","5.498853","162.159.46.1","192.168.29.161","TLSv1.3","456","Application Data"
"255","5.498982","192.168.29.161","162.159.46.1","TCP","54","65018  >  443 [ACK] Seq=534 Ack=3323 Win=65280 Len=0"
"256","5.499431","192.168.29.161","162.159.46.1","TLSv1.3","320","Client Hello (SNI=cloudflare-dns.com)"
"257","5.499474","192.168.29.161","162.159.46.1","TLSv1.3","320","Client Hello (SNI=cloudflare-dns.com)"
"258","5.499854","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"259","5.499933","162.159.46.1","192.168.29.161","TCP","54","443  >  65017 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"260","5.499933","162.159.46.1","192.168.29.161","TCP","54","443  >  65027 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"261","5.500012","162.159.46.1","192.168.29.161","TCP","54","443  >  65020 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"262","5.500012","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"263","5.500129","192.168.29.161","162.159.46.1","TLSv1.3","264","Application Data"
"264","5.500367","192.168.29.161","162.159.46.1","TLSv1.3","60","Change Cipher Spec"
"265","5.501712","162.159.46.1","192.168.29.161","TCP","1514","443  >  65017 [ACK] Seq=1461 Ack=534 Win=131072 Len=1460 [TCP PDU reassembled in 266]"
"266","5.501712","162.159.46.1","192.168.29.161","TLSv1.3","455","Application Data"
"267","5.501712","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"268","5.501824","192.168.29.161","162.159.46.1","TCP","54","65017  >  443 [ACK] Seq=540 Ack=3322 Win=65280 Len=0"
"269","5.502121","192.168.29.161","162.159.46.1","TLSv1.3","60","Change Cipher Spec"
"270","5.502496","192.168.29.161","162.159.46.1","TLSv1.3","128","Application Data"
"271","5.502759","192.168.29.161","162.159.46.1","TLSv1.3","264","Application Data"
"272","5.502830","162.159.46.1","192.168.29.161","TCP","1514","443  >  65027 [ACK] Seq=1461 Ack=534 Win=131072 Len=1460 [TCP PDU reassembled in 273]"
"273","5.502830","162.159.46.1","192.168.29.161","TLSv1.3","455","Application Data"
"274","5.502830","162.159.46.1","192.168.29.161","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"275","5.502934","192.168.29.161","162.159.46.1","TCP","54","65027  >  443 [ACK] Seq=540 Ack=3322 Win=65280 Len=0"
"276","5.503007","162.159.46.1","192.168.29.161","TCP","56","443  >  65021 [ACK] Seq=253 Ack=809 Win=131072 Len=0"
"277","5.503457","192.168.29.161","162.159.46.1","TLSv1.3","128","Application Data"
"278","5.503757","192.168.29.161","162.159.46.1","TLSv1.3","246","Application Data"
"279","5.503896","162.159.46.1","192.168.29.161","TCP","56","443  >  65022 [ACK] Seq=253 Ack=809 Win=131072 Len=0"
"280","5.504172","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"281","5.504441","192.168.29.161","162.159.46.1","TLSv1.3","249","Application Data"
"282","5.508049","162.159.46.1","192.168.29.161","TCP","54","443  >  65024 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"283","5.511026","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"284","5.511026","162.159.46.1","192.168.29.161","TCP","1514","443  >  65024 [ACK] Seq=1461 Ack=534 Win=131072 Len=1460 [TCP PDU reassembled in 285]"
"285","5.511026","162.159.46.1","192.168.29.161","TLSv1.3","457","Application Data"
"286","5.511026","162.159.46.1","192.168.29.161","TLSv1.3","1025","Application Data, Application Data"
"287","5.511174","192.168.29.161","162.159.46.1","TCP","54","65024  >  443 [ACK] Seq=534 Ack=3324 Win=65280 Len=0"
"288","5.513352","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"289","5.513673","192.168.29.161","162.159.46.1","TLSv1.3","261","Application Data"
"290","5.513973","192.168.29.161","162.159.46.1","TLSv1.3","246","Application Data"
"291","5.514198","162.159.46.1","192.168.29.161","TCP","54","443  >  65028 [ACK] Seq=1 Ack=267 Win=131072 Len=0"
"292","5.514198","162.159.46.1","192.168.29.161","TCP","56","443  >  65027 [ACK] Seq=3322 Ack=806 Win=131072 Len=0"
"293","5.515280","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"294","5.515631","192.168.29.161","162.159.46.1","TLSv1.3","60","Change Cipher Spec"
"295","5.516183","162.159.46.1","192.168.29.161","TCP","1514","443  >  65028 [ACK] Seq=1461 Ack=267 Win=131072 Len=1460 [TCP PDU reassembled in 296]"
"296","5.516183","162.159.46.1","192.168.29.161","TLSv1.3","456","Application Data"
"297","5.516269","192.168.29.161","162.159.46.1","TCP","54","65028  >  443 [ACK] Seq=273 Ack=3323 Win=65280 Len=0"
"298","5.516793","192.168.29.161","162.159.46.1","TLSv1.3","128","Application Data"
"299","5.517010","192.168.29.161","162.159.46.1","TLSv1.3","261","Application Data"
"300","5.518569","162.159.46.1","192.168.29.161","TCP","54","443  >  65025 [ACK] Seq=1 Ack=267 Win=131072 Len=0"
"301","5.518569","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"302","5.518942","192.168.29.161","162.159.46.1","TLSv1.3","60","Change Cipher Spec"
"303","5.519589","162.159.46.1","192.168.29.161","TCP","1514","443  >  65025 [ACK] Seq=1461 Ack=267 Win=131072 Len=1460 [TCP PDU reassembled in 304]"
"304","5.519589","162.159.46.1","192.168.29.161","TLSv1.3","456","Application Data"
"305","5.519719","192.168.29.161","162.159.46.1","TCP","54","65025  >  443 [ACK] Seq=273 Ack=3323 Win=65280 Len=0"
"306","5.520149","192.168.29.161","162.159.46.1","TLSv1.3","128","Application Data"
"307","5.520337","192.168.29.161","162.159.46.1","TLSv1.3","261","Application Data"
"308","5.521233","162.159.46.1","192.168.29.161","TCP","54","443  >  65023 [ACK] Seq=1 Ack=267 Win=131072 Len=0"
"309","5.523067","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"310","5.523428","192.168.29.161","162.159.46.1","TLSv1.3","60","Change Cipher Spec"
"311","5.524099","162.159.46.1","192.168.29.161","TCP","1514","443  >  65023 [ACK] Seq=1461 Ack=267 Win=131072 Len=1460 [TCP PDU reassembled in 312]"
"312","5.524099","162.159.46.1","192.168.29.161","TLSv1.3","456","Application Data"
"313","5.524193","192.168.29.161","162.159.46.1","TCP","54","65023  >  443 [ACK] Seq=273 Ack=3323 Win=65280 Len=0"
"314","5.524320","162.159.46.1","192.168.29.161","TCP","54","443  >  65026 [ACK] Seq=1 Ack=267 Win=131072 Len=0"
"315","5.524795","192.168.29.161","162.159.46.1","TLSv1.3","128","Application Data"
"316","5.525072","192.168.29.161","162.159.46.1","TLSv1.3","246","Application Data"
"317","5.525242","162.159.46.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"318","5.525242","162.159.46.1","192.168.29.161","TCP","1514","443  >  65026 [ACK] Seq=1461 Ack=267 Win=131072 Len=1460 [TCP PDU reassembled in 319]"
"319","5.525242","162.159.46.1","192.168.29.161","TLSv1.3","456","Application Data"
"320","5.525355","192.168.29.161","162.159.46.1","TCP","54","65026  >  443 [ACK] Seq=267 Ack=3323 Win=65280 Len=0"
"321","5.526227","192.168.29.161","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"322","5.528122","162.159.46.1","192.168.29.161","TCP","56","443  >  65018 [ACK] Seq=3323 Ack=824 Win=131072 Len=0"
"323","5.528122","162.159.46.1","192.168.29.161","TCP","56","443  >  65017 [ACK] Seq=3322 Ack=824 Win=131072 Len=0"
"324","5.528201","162.159.46.1","192.168.29.161","TCP","56","443  >  65024 [ACK] Seq=3324 Ack=806 Win=131072 Len=0"
"325","5.528201","162.159.46.1","192.168.29.161","TLSv1.3","1070","Application Data, Application Data"
"326","5.529121","162.159.46.1","192.168.29.161","TLSv1.3","1019","Application Data, Application Data"
"327","5.529121","162.159.46.1","192.168.29.161","TLSv1.3","468","Application Data"
"328","5.529248","162.159.46.1","192.168.29.161","TLSv1.3","927","Application Data, Application Data"
"329","5.529248","162.159.46.1","192.168.29.161","TCP","56","443  >  65020 [ACK] Seq=253 Ack=809 Win=131072 Len=0"
"330","5.531598","162.159.46.1","192.168.29.161","TCP","56","443  >  65028 [ACK] Seq=3323 Ack=554 Win=131072 Len=0"
"331","5.532985","162.159.46.1","192.168.29.161","TLSv1.3","1039","Application Data, Application Data"
"332","5.533476","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","276","Application Data"
"333","5.534298","162.159.46.1","192.168.29.161","TLSv1.3","966","Application Data, Application Data"
"334","5.538054","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","271","Application Data"
"335","5.538865","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","271","Application Data"
"336","5.539687","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","86","65029  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"337","5.539799","162.159.46.1","192.168.29.161","TCP","56","443  >  65025 [ACK] Seq=3323 Ack=347 Win=131072 Len=0"
"338","5.543060","162.159.46.1","192.168.29.161","TLSv1.3","949","Application Data, Application Data"
"339","5.544602","192.168.29.161","13.224.163.86","TCP","66","65030  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"340","5.546276","162.159.46.1","192.168.29.161","TCP","56","443  >  65023 [ACK] Seq=3323 Ack=539 Win=131072 Len=0"
"341","5.548033","162.159.46.1","192.168.29.161","TLSv1.3","970","Application Data, Application Data"
"342","5.549695","192.168.29.161","13.69.116.109","TCP","66","65031  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"343","5.550661","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","86","443  >  65029 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"344","5.550796","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65029  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"345","5.551185","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","607","Client Hello (SNI=cloudflare-dns.com)"
"346","5.552498","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","462","Application Data"
"347","5.552987","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","271","Application Data"
"348","5.555957","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","569","Application Data"
"349","5.555957","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","593","Application Data"
"350","5.563958","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65029 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"351","5.566210","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"352","5.566210","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","1434","443  >  65029 [ACK] Seq=1361 Ack=534 Win=131072 Len=1360 [TCP PDU reassembled in 354]"
"353","5.566307","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65029  >  443 [ACK] Seq=534 Ack=2721 Win=65280 Len=0"
"354","5.566394","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","675","Application Data"
"355","5.566622","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","80","Change Cipher Spec"
"356","5.567152","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","148","Application Data"
"357","5.567949","13.224.163.86","192.168.29.161","TCP","66","443  >  65030 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"358","5.568053","192.168.29.161","13.224.163.86","TCP","54","65030  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"359","5.569112","192.168.29.161","13.224.163.86","TCP","1494","65030  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1440 [TCP PDU reassembled in 360]"
"360","5.569112","192.168.29.161","13.224.163.86","TLSv1.3","565","Client Hello (SNI=sb.scorecardresearch.com)"
"361","5.570460","192.168.29.161","52.231.230.148","TCP","66","65032  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"362","5.571237","2405:201:7003:c0d5:2547:811:8a15:a967","2600:140f:2e00::685a:638","QUIC","1292","Initial, DCID=4c127cf46f811208, PKN: 1, PADDING, CRYPTO, PING, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PING, PING, PADDING"
"363","5.571360","2405:201:7003:c0d5:2547:811:8a15:a967","2600:140f:2e00::685a:638","QUIC","1292","Initial, DCID=4c127cf46f811208, PKN: 2, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO, PING, PING, PING, PING, CRYPTO, PING, PADDING, CRYPTO, PING, CRYPTO, PING, PADDING"
"364","5.572778","192.168.29.161","162.159.46.1","TCP","54","65018  >  443 [ACK] Seq=824 Ack=4288 Win=64512 Len=0"
"365","5.572778","192.168.29.161","162.159.46.1","TCP","54","65022  >  443 [ACK] Seq=1016 Ack=1638 Win=65280 Len=0"
"366","5.574344","192.168.29.161","162.159.46.1","TCP","54","65017  >  443 [ACK] Seq=824 Ack=4338 Win=64512 Len=0"
"367","5.574494","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","598","Application Data"
"368","5.574992","192.168.29.161","162.159.46.1","TCP","54","65020  >  443 [ACK] Seq=809 Ack=1238 Win=64256 Len=0"
"369","5.574992","192.168.29.161","162.159.46.1","TCP","54","65024  >  443 [ACK] Seq=806 Ack=4197 Win=64512 Len=0"
"370","5.575033","192.168.29.161","162.159.46.1","TCP","54","65028  >  443 [ACK] Seq=554 Ack=4235 Win=64512 Len=0"
"371","5.575179","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","278","Application Data"
"372","5.579493","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65029 [ACK] Seq=3322 Ack=614 Win=131072 Len=0"
