"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.29.161","52.23.66.242","TCP","54","64968  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2","0.502323","Arcadyan_fe:0a:0b","AzureWaveTec_01:dc:73","ARP","42","Who has 192.168.29.161? Tell 192.168.29.1"
"3","0.502382","AzureWaveTec_01:dc:73","Arcadyan_fe:0a:0b","ARP","42","192.168.29.161 is at 70:66:55:01:dc:73"
"4","0.582703","192.168.29.161","54.224.79.84","TLSv1.2","729","Application Data"
"5","0.582987","192.168.29.161","54.224.79.84","TLSv1.2","85","Application Data"
"6","0.833148","54.224.79.84","192.168.29.161","TCP","56","443  >  64260 [ACK] Seq=1 Ack=707 Win=771 Len=0"
"7","0.856765","54.224.79.84","192.168.29.161","TLSv1.2","316","Application Data"
"8","0.856765","54.224.79.84","192.168.29.161","TLSv1.2","85","Application Data"
"9","0.856838","192.168.29.161","54.224.79.84","TCP","54","64260  >  443 [ACK] Seq=707 Ack=294 Win=253 Len=0"
"10","1.886350","192.168.29.161","52.23.66.242","TCP","54","64954  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"11","2.650116","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","86","65011  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"12","2.651096","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","86","65012  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"13","2.653059","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","86","65013  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"14","2.665228","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","86","443  >  65012 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"15","2.665228","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","86","443  >  65011 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"16","2.665349","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65012  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"17","2.665402","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65011  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"18","2.666085","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","607","Client Hello (SNI=cloudflare-dns.com)"
"19","2.666121","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","607","Client Hello (SNI=cloudflare-dns.com)"
"20","2.671837","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","86","443  >  65013 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"21","2.671948","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65013  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"22","2.672561","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","607","Client Hello (SNI=cloudflare-dns.com)"
"23","2.680852","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65012 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"24","2.682046","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65011 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"25","2.683091","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"26","2.683091","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","1434","443  >  65012 [ACK] Seq=1361 Ack=534 Win=131072 Len=1360 [TCP PDU reassembled in 28]"
"27","2.683179","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65012  >  443 [ACK] Seq=534 Ack=2721 Win=65280 Len=0"
"28","2.683320","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","676","Application Data"
"29","2.683562","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","80","Change Cipher Spec"
"30","2.684249","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","148","Application Data"
"31","2.684471","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"32","2.684471","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","1434","443  >  65011 [ACK] Seq=1361 Ack=534 Win=131072 Len=1360 [TCP PDU reassembled in 35]"
"33","2.684529","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","272","Application Data"
"34","2.684557","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65011  >  443 [ACK] Seq=534 Ack=2721 Win=65280 Len=0"
"35","2.684596","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","677","Application Data"
"36","2.684791","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","80","Change Cipher Spec"
"37","2.685529","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","148","Application Data"
"38","2.685825","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","272","Application Data"
"39","2.689668","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65013 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"40","2.693517","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"41","2.693517","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","1434","443  >  65013 [ACK] Seq=1361 Ack=534 Win=131072 Len=1360 [TCP PDU reassembled in 43]"
"42","2.693612","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65013  >  443 [ACK] Seq=534 Ack=2721 Win=65280 Len=0"
"43","2.693758","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","677","Application Data"
"44","2.693949","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","80","Change Cipher Spec"
"45","2.694527","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","148","Application Data"
"46","2.694777","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TLSv1.3","272","Application Data"
"47","2.698186","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65012 [ACK] Seq=3323 Ack=812 Win=131072 Len=0"
"48","2.698186","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65011 [ACK] Seq=3324 Ack=812 Win=131072 Len=0"
"49","2.701936","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","1042","Application Data, Application Data"
"50","2.703186","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","1186","Application Data, Application Data"
"51","2.713246","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TCP","74","443  >  65013 [ACK] Seq=3324 Ack=812 Win=131072 Len=0"
"52","2.714343","2606:4700:4700::1001","2405:201:7003:c0d5:2547:811:8a15:a967","TLSv1.3","944","Application Data, Application Data"
"53","2.717144","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Initial, DCID=c27dc271771004bf, PKN: 1, PADDING, PING, CRYPTO, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, PING"
"54","2.717294","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Initial, DCID=c27dc271771004bf, PKN: 2, CRYPTO"
"55","2.717391","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Initial, DCID=c27dc271771004bf, PKN: 3, CRYPTO, PING, PING, PING, PADDING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING"
"56","2.717796","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","141","0-RTT, DCID=c27dc271771004bf"
"57","2.738649","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","102","Initial, SCID=e27dc271771004bf, PKN: 1, ACK"
"58","2.738649","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","102","Initial, SCID=e27dc271771004bf, PKN: 2, ACK"
"59","2.738767","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e27dc271771004bf, PKN: 3, ACK, PADDING"
"60","2.738767","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e27dc271771004bf, PKN: 4, ACK, PADDING"
"61","2.747524","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65012  >  443 [ACK] Seq=812 Ack=4435 Win=65280 Len=0"
"62","2.747524","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65011  >  443 [ACK] Seq=812 Ack=4292 Win=65280 Len=0"
"63","2.763644","2405:201:7003:c0d5:2547:811:8a15:a967","2606:4700:4700::1001","TCP","74","65013  >  443 [ACK] Seq=812 Ack=4194 Win=65280 Len=0"
"64","2.763670","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Initial, DCID=e27dc271771004bf, PKN: 6, PADDING, PING, PADDING"
"65","2.784089","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e27dc271771004bf, PKN: 5, ACK, PADDING"
"66","2.808246","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e27dc271771004bf, PKN: 6, CRYPTO, PADDING"
"67","2.808246","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","366","Protected Payload (KP0)"
"68","2.808387","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","988","Protected Payload (KP0)"
"69","2.808387","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","103","Protected Payload (KP0)"
"70","2.808387","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","86","Protected Payload (KP0)"
"71","2.809299","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","140","Handshake, DCID=e27dc271771004bf"
"72","2.809824","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","93","Protected Payload (KP0), DCID=e27dc271771004bf"
"73","2.811459","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1288","Protected Payload (KP0), DCID=e27dc271771004bf"
"74","2.811911","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Protected Payload (KP0), DCID=e27dc271771004bf"
"75","2.812570","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","991","Protected Payload (KP0), DCID=e27dc271771004bf"
"76","2.812736","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","359","Protected Payload (KP0), DCID=e27dc271771004bf"
"77","2.812807","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","113","Protected Payload (KP0), DCID=e27dc271771004bf"
"78","2.813231","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1286","Protected Payload (KP0), DCID=e27dc271771004bf"
"79","2.813352","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Protected Payload (KP0), DCID=e27dc271771004bf"
"80","2.813426","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","1292","Protected Payload (KP0), DCID=e27dc271771004bf"
"81","2.813513","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","476","Protected Payload (KP0), DCID=e27dc271771004bf"
"82","2.830197","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","182","Protected Payload (KP0)"
"83","2.830197","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","87","Protected Payload (KP0)"
"84","2.834633","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","87","Protected Payload (KP0)"
"85","2.834633","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","87","Protected Payload (KP0)"
"86","2.834808","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","91","Protected Payload (KP0)"
"87","2.834808","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","91","Protected Payload (KP0)"
"88","2.834808","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","87","Protected Payload (KP0)"
"89","2.835210","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","93","Protected Payload (KP0), DCID=e27dc271771004bf"
"90","2.873672","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","94","Protected Payload (KP0), DCID=e27dc271771004bf"
"91","2.893111","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","84","Protected Payload (KP0)"
"92","2.893460","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","95","Protected Payload (KP0), DCID=e27dc271771004bf"
"93","2.905484","192.168.29.161","44.209.130.107","TCP","54","64970  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"94","2.922538","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","663","Protected Payload (KP0)"
"95","2.922538","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","83","Protected Payload (KP0)"
"96","2.922970","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","99","Protected Payload (KP0), DCID=e27dc271771004bf"
"97","2.923111","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","95","Protected Payload (KP0), DCID=e27dc271771004bf"
"98","2.924982","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","744","Protected Payload (KP0)"
"99","2.924982","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","156","Protected Payload (KP0)"
"100","2.925857","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","99","Protected Payload (KP0), DCID=e27dc271771004bf"
"101","2.945337","2404:6800:4002:802::200e","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","85","Protected Payload (KP0)"
"102","2.953604","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4002:802::200e","QUIC","94","Protected Payload (KP0), DCID=e27dc271771004bf"
"103","3.295650","192.168.29.161","104.18.19.125","TLSv1.2","448","Application Data"
"104","3.295990","192.168.29.161","104.18.19.125","TLSv1.2","85","Application Data"
"105","3.307158","104.18.19.125","192.168.29.161","TCP","56","443  >  64239 [ACK] Seq=1 Ack=426 Win=18 Len=0"
"106","3.559168","104.18.19.125","192.168.29.161","TLSv1.2","135","Application Data"
"107","3.585001","192.168.29.161","54.224.79.84","TLSv1.2","684","Application Data"
"108","3.585628","192.168.29.161","54.224.79.84","TLSv1.2","85","Application Data"
"109","3.615589","192.168.29.161","104.18.19.125","TCP","54","64239  >  443 [ACK] Seq=426 Ack=82 Win=253 Len=0"
"110","3.835181","54.224.79.84","192.168.29.161","TCP","56","443  >  64260 [ACK] Seq=294 Ack=1368 Win=771 Len=0"
"111","3.886825","54.224.79.84","192.168.29.161","TLSv1.2","316","Application Data"
"112","3.886825","54.224.79.84","192.168.29.161","TLSv1.2","85","Application Data"
"113","3.886917","192.168.29.161","54.224.79.84","TCP","54","64260  >  443 [ACK] Seq=1368 Ack=587 Win=252 Len=0"
"114","4.078731","192.168.29.161","162.159.36.1","TLSv1.2","78","Application Data"
"115","4.078835","192.168.29.161","162.159.36.1","TCP","54","64834  >  443 [FIN, ACK] Seq=25 Ack=1 Win=255 Len=0"
"116","4.079070","192.168.29.161","162.159.36.1","TCP","66","65014  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"117","4.079098","192.168.29.161","162.159.36.1","TCP","66","65015  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"118","4.079267","192.168.29.161","162.159.36.1","TLSv1.2","78","Application Data"
"119","4.079346","192.168.29.161","162.159.36.1","TCP","54","64833  >  443 [FIN, ACK] Seq=25 Ack=1 Win=255 Len=0"
"120","4.080181","192.168.29.161","162.159.36.1","TCP","66","65016  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"121","4.094274","162.159.36.1","192.168.29.161","TCP","66","443  >  65016 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"122","4.094412","192.168.29.161","162.159.36.1","TCP","54","65016  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"123","4.095005","192.168.29.161","162.159.36.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"124","4.101487","162.159.36.1","192.168.29.161","TCP","54","443  >  64834 [FIN, ACK] Seq=1 Ack=25 Win=16 Len=0"
"125","4.101555","192.168.29.161","162.159.36.1","TCP","54","64834  >  443 [ACK] Seq=26 Ack=2 Win=255 Len=0"
"126","4.103314","162.159.36.1","192.168.29.161","TCP","66","443  >  65014 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"127","4.103434","192.168.29.161","162.159.36.1","TCP","54","65014  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"128","4.104127","192.168.29.161","162.159.36.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"129","4.104462","162.159.36.1","192.168.29.161","TCP","66","443  >  65015 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=8192"
"130","4.104462","162.159.36.1","192.168.29.161","TCP","54","443  >  64834 [ACK] Seq=2 Ack=26 Win=16 Len=0"
"131","4.104650","192.168.29.161","162.159.36.1","TCP","54","65015  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"132","4.104835","162.159.36.1","192.168.29.161","TCP","54","443  >  64833 [FIN, ACK] Seq=1 Ack=26 Win=16 Len=0"
"133","4.104886","192.168.29.161","162.159.36.1","TCP","54","64833  >  443 [ACK] Seq=26 Ack=2 Win=255 Len=0"
"134","4.110385","162.159.36.1","192.168.29.161","TCP","54","443  >  65016 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"135","4.110385","162.159.36.1","192.168.29.161","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"136","4.120059","192.168.29.161","162.159.36.1","TLSv1.3","587","Client Hello (SNI=cloudflare-dns.com)"
"137","4.120591","192.168.29.161","162.159.36.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"138","4.120865","192.168.29.161","162.159.36.1","TLSv1.3","248","Application Data"
"139","4.126192","162.159.36.1","192.168.29.161","TCP","54","443  >  65014 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"140","4.128210","162.159.36.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"141","4.128210","162.159.36.1","192.168.29.161","TCP","1514","443  >  65014 [ACK] Seq=1461 Ack=534 Win=131072 Len=1460 [TCP PDU reassembled in 143]"
"142","4.128334","192.168.29.161","162.159.36.1","TCP","54","65014  >  443 [ACK] Seq=534 Ack=2921 Win=65280 Len=0"
"143","4.128451","162.159.36.1","192.168.29.161","TLSv1.3","456","Application Data"
"144","4.128632","192.168.29.161","162.159.36.1","TLSv1.3","60","Change Cipher Spec"
"145","4.129361","192.168.29.161","162.159.36.1","TLSv1.3","128","Application Data"
"146","4.130170","192.168.29.161","162.159.36.1","TLSv1.3","248","Application Data"
"147","4.135552","162.159.36.1","192.168.29.161","TCP","56","443  >  65016 [ACK] Seq=253 Ack=808 Win=131072 Len=0"
"148","4.139991","162.159.36.1","192.168.29.161","TLSv1.3","928","Application Data, Application Data"
"149","4.143314","192.168.29.161","162.159.36.1","TLSv1.3","248","Application Data"
"150","4.144195","162.159.36.1","192.168.29.161","TCP","54","443  >  65015 [ACK] Seq=1 Ack=534 Win=131072 Len=0"
"151","4.145282","162.159.36.1","192.168.29.161","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"152","4.145791","192.168.29.161","162.159.36.1","TLSv1.3","60","Change Cipher Spec"
"153","4.146398","162.159.36.1","192.168.29.161","TCP","1514","443  >  65015 [ACK] Seq=1461 Ack=534 Win=131072 Len=1460 [TCP PDU reassembled in 154]"
"154","4.146398","162.159.36.1","192.168.29.161","TLSv1.3","457","Application Data"
"155","4.146493","192.168.29.161","162.159.36.1","TCP","54","65015  >  443 [ACK] Seq=540 Ack=3324 Win=65280 Len=0"
"156","4.146996","192.168.29.161","162.159.36.1","TLSv1.3","128","Application Data"
"157","4.150537","162.159.36.1","192.168.29.161","TCP","56","443  >  65014 [ACK] Seq=3323 Ack=614 Win=131072 Len=0"
"158","4.155111","162.159.36.1","192.168.29.161","TLSv1.3","984","Application Data, Application Data"
"159","4.158749","162.159.36.1","192.168.29.161","TLSv1.3","534","Application Data"
"160","4.161151","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","1292","Initial, DCID=e6ce2d6b9597308a, PKN: 1, PING, PING, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PING, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING"
"161","4.161288","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","1292","Initial, DCID=e6ce2d6b9597308a, PKN: 2, CRYPTO"
"162","4.161376","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","1292","Initial, DCID=e6ce2d6b9597308a, PKN: 3, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING"
"163","4.161765","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","141","0-RTT, DCID=e6ce2d6b9597308a"
"164","4.169163","162.159.36.1","192.168.29.161","TCP","56","443  >  65015 [ACK] Seq=3324 Ack=614 Win=131072 Len=0"
"165","4.195596","192.168.29.161","162.159.36.1","TCP","54","65014  >  443 [ACK] Seq=808 Ack=4253 Win=64000 Len=0"
"166","4.211608","192.168.29.161","162.159.36.1","TCP","54","65016  >  443 [ACK] Seq=1002 Ack=1607 Win=65280 Len=0"
"167","4.248148","192.168.29.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"168","4.253897","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","102","Initial, SCID=e6ce2d6b9597308a, PKN: 1, ACK"
"169","4.253897","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","102","Initial, SCID=e6ce2d6b9597308a, PKN: 2, ACK"
"170","4.253998","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e6ce2d6b9597308a, PKN: 3, ACK, PADDING"
"171","4.253998","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e6ce2d6b9597308a, PKN: 4, ACK, PADDING"
"172","4.254957","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","1292","Initial, SCID=e6ce2d6b9597308a, PKN: 5, CRYPTO, PADDING"
"173","4.254957","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","362","Protected Payload (KP0)"
"174","4.255041","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","992","Protected Payload (KP0)"
"175","4.255041","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","91","Protected Payload (KP0)"
"176","4.255810","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","140","Handshake, DCID=e6ce2d6b9597308a"
"177","4.256027","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","93","Protected Payload (KP0), DCID=e6ce2d6b9597308a"
"178","4.278348","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","86","Protected Payload (KP0)"
"179","4.288720","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","94","Protected Payload (KP0), DCID=e6ce2d6b9597308a"
"180","4.343229","2404:6800:4003:c11::77","2405:201:7003:c0d5:2547:811:8a15:a967","QUIC","182","Protected Payload (KP0)"
"181","4.370424","fe80::1a82:8cff:fefe:a0b","ff02::1","ICMPv6","90","Multicast Listener Query"
"182","4.370645","fe80::f093:513c:9bc9:8793","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"183","4.383932","2405:201:7003:c0d5:2547:811:8a15:a967","2404:6800:4003:c11::77","QUIC","94","Protected Payload (KP0), DCID=e6ce2d6b9597308a"
"184","4.399896","192.168.29.161","224.0.0.22","IGMPv3","70","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources / Join group 239.255.255.250 for any sources"
"185","4.400033","fe80::f093:513c:9bc9:8793","ff02::16","ICMPv6","170","Multicast Listener Report Message v2"
"186","5.001370","192.168.29.161","54.224.79.84","TLSv1.2","685","Application Data"
"187","5.001677","192.168.29.161","54.224.79.84","TLSv1.2","85","Application Data"
"188","5.249911","54.224.79.84","192.168.29.161","TCP","56","443  >  64260 [ACK] Seq=587 Ack=2030 Win=771 Len=0"
"189","5.280461","54.224.79.84","192.168.29.161","TLSv1.2","316","Application Data"
"190","5.280461","54.224.79.84","192.168.29.161","TLSv1.2","85","Application Data"
"191","5.280531","192.168.29.161","54.224.79.84","TCP","54","64260  >  443 [ACK] Seq=2030 Ack=880 Win=251 Len=0"
"192","5.437678","192.168.29.161","162.159.46.1","TCP","66","65017  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"193","5.438773","192.168.29.161","162.159.46.1","TCP","66","65018  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
